,Culture,Count
5407,Philippines (Maranaw),1
6569,Voltaic (Senufo)?,1
6567,"Volga region, Russia",1
5409,Phillipine or Melanesian,1
5419,Pictish or Irish,1
5410,Philppine,1
6566,Visigothic or Byzantine,1
6565,Visigothic (?),1
6563,Visayes or Mindanao,1
6560,Virú,1
5414,"Phoenician, Cypriot",1
6559,Viru,1
6558,"Virgin Islander, Saint Thomas",1
6557,"Villanovan, possibly Bologna",1
5417,Phrygian or Lydian,1
6556,Villanovan or Etruscan,1
6528,Vietnam (Funan or Champa),1
5445,Portugal?,1
6527,"Vietnam (Champa, probably Quang Nam Province)",1
6492,Usiai Island (?),1
5470,Possibly East African,1
6501,"Venado Beach, Canal Zone",1
5471,Possibly Etruscan,1
5473,Possibly Flanders,1
5475,Possibly Flemish or Russian,1
5476,Possibly France or the Netherlands,1
6496,Uzbek or Tajik,1
6494,"Ute, Native American",1
5477,"Possibly France, Nevers or Orléans",1
5478,Possibly Frankish,1
6493,Usoga,1
5480,Possibly French or Italian,1
5448,Portuguese (?),1
6491,Usiai Island,1
6489,Urhobo peoples,1
5482,"Possibly German, Dresden; or Swedish, Stockholm",1
5483,Possibly Germany,1
5484,Possibly Greek,1
6488,Urartian or Assyrian,1
6484,Upper Rhine (Switzerland),1
6482,Upper Ramu River region,1
5486,Possibly Irish,1
5488,Possibly Italian or English,1
6477,United States (?),1
5469,Possibly Dutch,1
5467,Possibly Congolese,1
5466,Possibly Chinese,1
5465,Possibly Central African,1
5449,Portuguese (Madeiran),1
6521,Viceregal Era,1
5451,Portuguese with French enamel,1
6520,Verre people (Cameroon),1
5452,"Portuguese, Castelo Branco",1
6519,Veronese,1
6516,Veracruz (?),1
6514,"Venice: Presso Gio. Giacomo Hertz, 1684",1
6513,"Venice: Oddoni, 1642",1
5455,Possibly Albanian,1
6512,"Venice: Domenico de'Franceschi, 1570",1
5456,Possibly Algerian,1
6509,"Venetian or façon de Venise, probably Tyrolean; possibly Venice",1
6508,"Venetian or façon de Venise, probably Tyrol (Innsbruck)",1
5457,Possibly Algerian or Tunisian,1
6507,"Venetian or façon de Venise, possibly Saxony",1
6506,"Venetian or façon de Venise, or French",1
5460,Possibly Azerbaijani,1
6504,Venetian (?),1
5461,Possibly Barwe People,1
5462,Possibly Belgian,1
5463,Possibly Belgium,1
5464,Possibly Carthaginian,1
6667,"Wiyot and Karuk, Native American",1
0,"
Chugach, Native American",1
4716,Nalu peoples,1
1586,Eastern China,1
1609,"Eastern India, Odisha",1
1608,"Eastern India, Kolkata, West Bengal",1
1607,"Eastern India, Bihar, probably Gaya district",1
1606,"Eastern India (Bihar, probably Nalanda)",1
1605,Eastern India (Bihar),1
1604,Eastern India,1
1603,Eastern Germany,1
1602,"Eastern European, probably Hungary",1
1601,Eastern European or Italian,1
1600,Eastern European or Bosnian or Serbian (?),1
1599,Eastern European (Serbian),1
1598,Eastern European (Romanian (?)),1
1596,Eastern European (Herzegovina),1
1593,Eastern European (Bosnian),1
1592,Eastern European (?),1
1590,Eastern Europe (Bosnian),1
1589,Eastern Eurasian Steppes,1
1610,"Eastern India, Probably Jharkhand",1
1611,"Eastern India, probably Jarkhand",1
1612,Eastern Iran or Sogdiana,1
1632,Eastern Woodlands,1
1646,Edo artist,1
1645,Edo (Bini-Portuguese),1
1639,Ecuador or Peru,1
1638,Ecuador (Quito),1
1635,Ebo,1
1634,Ebira peoples,1
1633,"Eastern or Chinese, Turkestan",1
1631,"Eastern Tibetan, probably Kham",1
1613,Eastern Kazakhstan,1
1627,"Eastern Tibet, Kham, Riwoche monastery",1
1626,"Eastern Tibet, Derge, for Chinese market",1
1625,"Eastern Tibet, Derge, for China",1
1621,Eastern Siberia and Mongolia,1
1619,"Eastern Plains, probably Meskwaki, Native American",1
1618,Eastern Plains(?),1
1617,Eastern Plains or Ojibwa,1
1587,Eastern Cree,1
1585,"Eastern Central Italian, Emilia-Romagna or the Marche",1
1803,Fijian people,1
1584,Eastern Central Asia or northern China,1
1548,"Early or middle Roman Republican, probably Etruria",1
1547,Early Quimbaya or Zenú,1
1545,Early Medieval (?),1
1544,Early Etruscan,1
1542,Early Bronze Age,1
1541,ETRUSCAN,1
1540,Dyula peoples,1
1536,"Dutch, probably",1
1535,"Dutch, possibly Utrecht",1
1534,"Dutch, possibly Haarlem",1
1533,"Dutch, possibly Groningen",1
1532,"Dutch, possibly Beveren",1
1531,"Dutch, possibly Amsterdam",1
1529,"Dutch, Zeeland (Middleburg)",1
1526,"Dutch, Turnhout or Sint-Truiden (Saint Trond)",1
1525,"Dutch, The Hague movement with French, Paris case",1
1522,"Dutch, Rotterdam or Friscia",1
1551,East French,1
1552,East French or German,1
1553,East French or Rhenish,1
1575,East Indian,1
1583,Eastern Central Asia or North China,1
1582,Eastern Central Asia or China,1
1580,Eastern Algonquian,1
1579,East Tibet,1
1578,East New Britain,1
1577,East Mediterranean,1
1576,East Indian (Italian Mountings),1
1572,"East Greek, perhaps Rhodian",1
1554,"East German (buckle), Byzantine (tongue)",1
1570,"East Greek, Samian",1
1566,"East Greek, Ephesian",1
1565,"East Greek, Clazomenian?",1
1563,"East Greek, Chiot",1
1560,East Greek or Cypriot,1
1559,East Greek ?,1
1555,East German or Bohemian,1
1647,"Edo people, court of Benin",1
1649,"Edo peoples, Bini-Portuguese",1
1652,Edo/Bini & Yoruba peoples,1
1657,Egyptian or Cypriot,1
1761,"European, Italy, Spain, Flanders and England",1
1760,"European, Italian peninsula, possibly Etruscan",1
1758,"European, Italian and German",1
1757,"European, Eastern.",1
1754,"European, Bohemia",1
1753,European or possibly British,1
1751,European or Native American,1
1748,European or French (?),1
1747,European or Bohemian,1
1744,European and Middle Eastern,1
1742,European (possibly France),1
1741,European (Paris) and American (New York),1
1739,European (French style),1
1737,European (Antique style),1
1734,Europe,1
1732,Euboean or Cypriot,1
1731,Etrusco-Phoenician,1
1762,"European, Italy, Spain, and Germany",1
1768,"European, possibly Ireland",1
1769,"European, possibly Spanish or French",1
1789,Fang/Kele people,1
1800,"Façon de venise, possibly Spanish (Barcelona)",1
1799,"Façon de venise, Germany or Silesia (possibly Petersdorf)",1
1798,"Façon de Venise, probably southern Germany or Tyrol",1
1796,"Façon de Venise, probably northern European (Lowlands or France)",1
1794,"Façon de Venise, northern European (possibly the Lowlands)",1
1792,"Façcon de Venise, probably Tyrolean (Hall) or French",1
1790,Fang/Pahuin,1
1788,Fang-Betsi,1
1771,"European, probably British",1
1787,"Fang peoples, Okak group",1
1782,Fan people,1
1781,Fan Tribe,1
1780,"Faliscan, Capena",1
1778,Fali people,1
1773,"European, with Dutch decoration",1
1772,"European, probably Scandinavia",1
1728,"Etruscan, probably Vulcian",1
1727,"Etruscan, probably Vulci",1
1726,"Etruscan, probably Tarquinian",1
1672,El Djem,1
1684,"English, French",1
1680,"England, composition modeled in the 1630s",1
1679,England or America,1
1678,Ende or Ndona,1
1677,Eloyi (Afo) people,1
1676,"Elema people, Kovava (?)",1
1674,Elamite or Babylonian,1
1671,Ekonda people (Konda),1
1686,Epi-Olmec,1
1670,"Ejagham peoples, Keaka group",1
1668,Ejagham or Bale peoples,1
1667,Egyptian; el-Bahnasa,1
1666,Egyptian.,1
1665,"Egyptian, Thebes",1
1661,"Egyptian, Greek or Roman",1
1660,"Egyptian, Cairo",1
1685,"English, probably London",1
1687,Escuintla,1
1725,"Etruscan, probably Chiusine",1
1702,Etruscan or Campanian,1
1723,"Etruscan, Vetulonia",1
1722,"Etruscan, Umbrian",1
1713,"Etruscan, Cività Castellana",1
1712,"Etruscan, Civita Castellana",1
1708,"Etruscan, Caeretan",1
1707,Etruscan or Umbrian,1
1704,Etruscan or Praenestine,1
1701,Etruscan ?,1
1688,"Eskimo, Franz Joseph Land",1
1699,"Etrucan, Vulci",1
1698,Ethiopian or Sudanese,1
1696,"Ethiopia, Lasta region",1
1694,"Estonian, Tallinn (Reval)",1
1693,"Estonian, Reval",1
1692,"Estonian, Narva",1
1689,Espiritu Santo Island,1
1520,"Dutch, Purmerend",1
1518,"Dutch, Makkum or Harlingen",1
1517,"Dutch, Makkum",1
1345,"Colonial American, Lunenberg, Massachussetts",1
1297,Chinese?,1
1296,"Chinese, probably with German, Dresden engraving",1
1295,"Chinese, probably with Dutch decoration",1
1292,"Chinese, probably for European market",1
1287,"Chinese, probably Dehua with European decoration",1
1286,"Chinese, probably Canton, for American market",1
1284,"Chinese, possibly with British decoration",1
1280,"Chinese, possibly for European or American market",1
1274,"Chinese, possibly Chaozhu sub-culture",1
1273,"Chinese, possibly Canton",1
1270,"Chinese, made for British market",1
1269,"Chinese, for the Western market",1
1268,"Chinese, for the European market",1
1266,"Chinese, for the Continental European market",1
1264,"Chinese, for export",1
1258,"Chinese, for Near Eastern market",1
1255,"Chinese, for French or British market",1
1298,"Chinook, Native American",1
1302,"Chiriquí (?), Initial Style",1
1303,"Chiriquí, Aguas Buenas Phase",1
1324,Cocle,1
1343,"Colonial American, Fort Stanwix, Rome, New York",1
1342,"Colonial American, Concord, Massachussets",1
1338,Colombian; Popayán,1
1336,Colombia or Ecuador,1
1329,Coeur d'Alene,1
1327,Coclé (Macaracas) (?),1
1325,Coclé,1
1323,Classic Veracruz,1
1304,"Chitimacha, Native American",1
1322,Ciénaga or La Aguada,1
1321,Civa Sina,1
1318,Chupícuaro,1
1316,"Chumash, Native American",1
1310,"Chokwe people, Lunda cluster?",1
1309,Chokwe people,1
1305,"Choctaw, Native American",1
1253,"Chinese, for Eurpoean market",1
1250,"Chinese, for European, possibly French, market",1
1249,"Chinese, for European, possibly Dutch, market",1
1190,Chinese (Uighyur),1
1199,Chinese or British colonial,1
1198,Chinese minority (Miao),1
1197,Chinese minority (Manchu),1
1196,Chinese minority (Laotian),1
1193,Chinese and European,1
1192,Chinese and British,1
1191,Chinese (possibly Yunnan Province),1
1188,Chinese (Naxi people),1
1202,Chinese or Tibetan,1
1187,Chinese (Han),1
1185,Chinese (Chaozhou),1
1184,Chinese (Amoy district),1
1181,Chincha or Ica (?),1
1180,Chincha (?),1
1179,ChinaNeihuLu,1
1177,China/Japan,1
1200,Chinese or Central European,1
1204,"Chinese with Bohemian, Kronstadt (Kunstàt) decoration",1
1247,"Chinese, for European or possibly British market",1
1225,"Chinese, Yan kingdom",1
1246,"Chinese, for European market, and European",1
1244,"Chinese, for Dutch or English market",1
1241,"Chinese, for Dutch export",1
1239,"Chinese, for Continental market",1
1238,"Chinese, for Continental Europepan (probably French) market",1
1233,"Chinese, for Continental  European market",1
1232,"Chinese, for Contential European market",1
1224,"Chinese, Manchuria or Mongolian",1
1206,Chinese with British decoration,1
1221,"Chinese, Japanese, and European with French mounts",1
1219,"Chinese, Cochin; blade and sword guard, Japanese",1
1217,"Chinese, Canton",1
1216,"Chinese, Beijing",1
1213,"Chinese with European decoration, for European market",1
1212,"Chinese with European decoration, for Dutch market",1
1207,"Chinese with British gilding, for British market",1
1344,"Colonial American, Hampton Falls, New Hampshire",1
1346,"Colonial American, Massachussets",1
1513,"Dutch, Lille",1
1347,"Colonial American, Roxbury, Massachussets",1
1473,Doyayo and Duru people,1
1472,Dorset,1
1471,Dongson (?),1
1468,Dogon?,1
1463,Dogon (Soninke) peoples,1
1457,Dinka peoples,1
1456,Dinka people,1
1453,Diegueño,1
1451,Deptford,1
1449,Dengese,1
1446,Demerara,1
1444,Degha peoples (?),1
1443,"Deccan, Indian",1
1440,"Danish, sculpted Rome",1
1436,"Danish, Naestved",1
1435,"Danish, Køge, Sjaelland",1
1434,"Danish, Jutland",1
1474,Duala peoples,1
1476,Dutch (?),1
1478,Dutch (Delft),1
1493,Dutch or possibly British,1
1512,"Dutch, Leiden",1
1509,"Dutch, Holland or Friesland",1
1506,"Dutch, Haarlem or Courtrai",1
1501,"Dutch, Dordrecht",1
1498,"Dutch, Antwerp",1
1497,"Dutch, Amsterdam with Swiss, Geneva case",1
1494,"Dutch, 's-Hertogenbosch",1
1492,Dutch or Spanish,1
1479,"Dutch and German, Thuringia",1
1490,"Dutch or Italian, Florence",1
1489,Dutch or Italian,1
1488,"Dutch or German, Schleswig",1
1486,"Dutch or Flemish, later modified in Japan",1
1485,Dutch or Flemish or British,1
1483,"Dutch or British, later modified in Japan",1
1480,Dutch and Italian,1
1432,Danish or Scandinavian,1
1431,Danish or Northern German,1
1430,Danish or French,1
1362,Conte,1
1386,Cuna,1
1380,Croatia (former Yugoslavia),1
1379,Crimean or South Russian,1
1377,Cree-Métis,1
1376,Cree or Cree-Métis,1
1373,Costa Rica or Nicaragua,1
1370,Corsican,1
1361,Congolese?,1
1393,"Cycladic, Melian",1
1360,Congolese (Ngala),1
1359,Congolese (Ngala people?),1
1358,Congolese (Mayumba people),1
1353,Comala,1
1351,"Colonial Spanish, probably Mexico",1
1350,"Colonial American, Ticonderoga, New York",1
1348,"Colonial American, Shrewsbury, Massachusetts",1
1392,Cycladic or Cretan,1
1395,"Cypriot
",1
1427,"Dan, Wobe",1
1415,"Czechoslovakian, Gablonz",1
1426,Dan peoples (?),1
1422,Dalmatian or Greek,1
1421,Dalmatian,1
1420,"Dali Kingdom (present-day Yunnan, China)",1
1419,Dagomba peoples,1
1418,Dagomba or Hausa people?,1
1417,Côte d'Ivoire or Ghana (?),1
1412,"Czech, Chêb (Bohemian, Eger)",1
1396,Cypriot (?),1
1411,"Czech, Bohemia",1
1409,Czech or German,1
1408,Czech Republic or Hungarian,1
1406,Czech (Hanáci),1
1403,Cypro-Greek,1
1402,Cypriote,1
1398,Cypriot or Aegean,1
1801,"Façon de venise, probably Barcelona",1
1804,Filipino,1
4715,Nakanai people,1
2218,"French, possibly Lorraine or Nevers",1
2251,"French, probably Lyon",1
2250,"French, probably Lille",1
2249,"French, probably La Grésigne",1
2248,"French, probably Jouy-en-Josas",1
2246,"French, probably Aubusson",1
2244,"French, possibly Villefranche-sur-Saône",1
2243,"French, possibly Toulon",1
2240,"French, possibly St. Honoré-les-Bains",1
2238,"French, possibly Sceaux",1
2237,"French, possibly Saint-Pol-de-Léon and Tréguier (Morlaix) (Rennes Mint)",1
2236,"French, possibly Saint-Pol-de-Léon (Morlaix) (Rennes Mint)",1
2229,"French, possibly Nîmes",1
2227,"French, possibly Nevers",1
2225,"French, possibly Nancy",1
2224,"French, possibly Mirecourt",1
2222,"French, possibly Mennecy",1
2221,"French, possibly Marseilles",1
2252,"French, probably Lyons",1
2254,"French, probably Nantes or possibly Rouen",1
2255,"French, probably Nevers",1
2274,Gabon,1
2283,Gallo-Roman or British-Roman,1
2281,Gallic,1
2280,Gadang people,1
2279,Gabonese (possibly),1
2278,Gabonese (Mpongwe),1
2276,Gabon; Kele,1
2275,"Gabon; Fang, Betsi group",1
2273,Fungom,1
2257,"French, probably Paris case with Dutch, The Hague watch",1
2271,Fulani?,1
2268,"Fulani peoples, Gimbala region",1
2265,"French; blade, probably Spanish, Toledo",1
2262,"French, probably Sorrus",1
2261,"French, probably Sceaux",1
2260,"French, probably Saint-Cloud",1
2258,"French, probably Provence",1
2219,"French, possibly Lyon",1
2216,"French, possibly Lille, Arras or Dieppe",1
1806,Finnish or Russian,1
2214,"French, possibly Le Puy",1
2168,"French, St. Lô",1
2167,"French, St. Louis",1
2166,"French, St. Etienne and British",1
2163,"French, St. Bonnet le Chateau",1
2162,"French, Soissons",1
2159,"French, Sedan",1
2157,"French, Savoy",1
2156,"French, Savoie",1
2155,"French, Saumur (Angers Mint)",1
2151,"French, Saint-Rémy-lès-Chevreuse",1
2150,"French, Saint-Quentin (Amiens Mint)",1
2148,"French, Saint-Porchaire",1
2146,"French, Saint-Omer",1
2145,"French, Saint-Malo (Rennes Mint)",1
2144,"French, Saint-Louis-les-Bitche",1
2143,"French, Saint-Etienne",1
2142,"French, Saint-Cyr",1
2169,"French, St. Omer",1
2172,"French, Sévres",1
2173,"French, Thann, Haut-Rhin",1
2200,"French, possibly Aubusson",1
2213,"French, possibly La Chaise-Dieu",1
2211,"French, possibly Déville-les-Rouen",1
2208,"French, possibly Chantilly and Chinese",1
2207,"French, possibly Chantilly",1
2206,"French, possibly Cambrai",1
2204,"French, possibly Bolbec",1
2202,"French, possibly Baccarat",1
2199,"French, possibly Anjou",1
2175,"French, Toulon (Aix Mint)",1
2195,"French, for Turkish market",1
2193,"French, carved in Rome",1
2192,"French, after a German, Dresden model",1
2185,"French, Versailles (Paris Mint)",1
2182,"French, Varages",1
2180,"French, Trévoux (Lyons Mint)",1
2179,"French, Trévoux",1
2284,Ganda people,1
2285,Ganda peoples,1
2286,Gandhara,1
2288,"Georgian, Abkhasia",1
2397,"German, Freystadt",1
2395,"German, Freiberg",1
2394,"German, Frechen",1
2393,"German, Frankfurt with Nuremburg decoration",1
2392,"German, Frankfurt or Dutch",1
2389,"German, Franconia, possibly Bayreuth",1
2388,"German, Franconia or Thuringia",1
2385,"German, Eyrichshof (Franconia)",1
2383,"German, Erbach, Hesse-Darmstadt",1
2382,"German, Erbach im Odenwald",1
2381,"German, Emden",1
2380,"German, Düsseldorf",1
2379,"German, Dresden or Austrian, Vienna",1
2378,"German, Dresden mounts and Indian, Mughal crystal",1
2377,"German, Dresden and probably Gmünd",1
2375,"German, Dingolfing, Bavaria",1
2374,"German, Dessau",1
2400,"German, Fürton",1
2401,"German, Gmünd",1
2403,"German, Hamburg (Altona)",1
2417,"German, Höchst with British, London movement",1
2430,"German, Köthen",1
2427,"German, Klosterle",1
2426,"German, Kitzingen",1
2424,"German, Kellinghusen",1
2423,"German, Kassel, Hesse",1
2421,"German, Island of Nonnenwerth",1
2419,"German, Innsbruck",1
2414,"German, Hildesheim",1
2405,"German, Hanau or Frankfurt am Main ceramic with Nuremburg decoration and Frankfurt mounts",1
2413,"German, Hesse or Swedish",1
2412,"German, Hesse",1
2410,"German, Hanover (Kalenberg)",1
2409,"German, Hanover",1
2408,"German, Hanau-Frankfurt",1
2407,"German, Hanau with Nuremberg decoration",1
2406,"German, Hanau with Nuremberg",1
2371,"German, Cuxhaven",1
2369,"German, Cologne, Ehrenfeld",1
2367,"German, Cassel",1
2303,German and Polish,1
2323,German or Rhenish,1
2319,German or Hungarian,1
2318,"German or French, Paris (in fourteenth-century Hildesheim style)",1
2315,German or Eastern European,1
2310,"German or Bohemian, Prague",1
2305,German or American,1
2304,German glass with Augsburg silver mounts,1
2301,"German (possibly Cologne), probably Hanau",1
2326,German or Slovak,1
2300,German (Weimar),1
2299,German (Saxon),1
2298,German (Rhenish or Alsatian) or Russian,1
2297,German (Prussian) or Italian,1
2296,German (Munich),1
2292,German (Aachen) or French (Paris),1
2289,"Georgian, Tiflis",1
2325,German or Slavic,1
2329,"German or Spanish, Catalan",1
2366,"German, Burckhausen",1
2348,"German, Aurich",1
2365,"German, Brunswick (Braunschweig) mounts with probably Southern Netherlandish glass",1
2361,"German, Brandenburg or Zechlin glass with Silesian engraving",1
2360,"German, Brandenburg",1
2359,"German, Bohemia or Saxony",1
2357,"German, Bayreuth or Berlin",1
2355,"German, Bavarian",1
2351,"German, Basel",1
2346,"German, Augsburg and Landshut",1
2330,German or Swedish,1
2344,"German, Anstadt",1
2341,"German, Annaberg",1
2339,"German, Aachen or Raeren",1
2337,"German,  Augsburg",1
2336,German(?) and Italian,1
2335,"German with possibly Dresden or Austrian, Vienna decoration",1
2334,"German with German, Augsburg decoration",1
2141,"French, Saint-Cloud with Paris mounts",1
2137,"French, Saint Quentin",1
2135,"French, Rouen or possibly Sinceny",1
1968,"French, Besançon",1
1915,"French or Flemish, Lille or Liège",1
1913,French or European,1
1907,French or  Belgium,1
1906,French of Italian,1
1905,"French glass with Dutch, The Hague silver",1
1904,French frame with probably Italian glass,1
1903,French and probably Swiss,1
1902,French and Swiss,1
1899,French Parisian,1
1898,French (made United States),1
1897,"French (lid)/European (lower elements, hardware)",1
1895,French (Unknown town) (Caen Mint),1
1894,French (Rennes Mint),1
1891,French (Jurisdiction of Lille),1
1890,French (Ile-de-France or Burgundo-Lyonnais),1
1889,French (Fontenay-aux-Roses),1
1888,French (Choisy-le-Roi),1
1916,French or Franco-Flemish,1
